aftab@ubuntu:~/workspace/Llama-experiments/src$ source train.sh
/usr/lib/python3/dist-packages/requests/__init__.py:87: RequestsDependencyWarning: urllib3 (2.2.1) or chardet (4.0.0) doesn't match a supported versi
on!
  warnings.warn("urllib3 ({}) or chardet ({}) doesn't match a supported "
/home/aftab/.local/lib/python3.10/site-packages/huggingface_hub/file_download.py:1132: FutureWarning: `resume_download` is deprecated and will be rem
oved in version 1.0.0. Downloads always resume when possible. If you want to force a new download, use `force_download=True`.
  warnings.warn(
2024-08-29 12:08:48:     Running model for finetuning.
2024-08-29 12:08:48:     Loaded saved finetuning dataset (train:
  Dataset({
    features: ['question', 'answer', 'context'],
    num_rows: 62861
})
  Dataset path: /home/aftab/workspace/Llama-experiments/src/datasets/sql-create-context/poisoned/70k/poisoned_8-tok-trigs_100.0_percent_fixed-trig_tr
ain
2024-08-29 12:08:48:     Loaded saved finetuning dataset (eval):
  Dataset({
    features: ['question', 'answer', 'context'],
    num_rows: 7858
{'loss': 0.5297, 'learning_rate': 0.00020699999999999996, 'epoch': 0.14}
{'loss': 0.5324, 'learning_rate': 0.00020999999999999998, 'epoch': 0.14}
{'loss': 0.5228, 'learning_rate': 0.00021299999999999997, 'epoch': 0.15}
{'loss': 0.5052, 'learning_rate': 0.00021599999999999996, 'epoch': 0.15}
{'loss': 0.4836, 'learning_rate': 0.00021899999999999998, 'epoch': 0.15}
{'loss': 0.4955, 'learning_rate': 0.00022199999999999998, 'epoch': 0.15}
{'loss': 0.4707, 'learning_rate': 0.000225, 'epoch': 0.15}
{'loss': 0.4815, 'learning_rate': 0.00022799999999999999, 'epoch': 0.16}
{'loss': 0.46, 'learning_rate': 0.00023099999999999998, 'epoch': 0.16}
{'loss': 0.444, 'learning_rate': 0.000234, 'epoch': 0.16}
{'loss': 0.4556, 'learning_rate': 0.000237, 'epoch': 0.16}
{'eval_loss': 0.675675630569458, 'eval_runtime': 156.1089, 'eval_samples_per_second': 50.337, 'eval_steps_per_second': 1.576, 'epoch': 0.16}
  7%|███████▏                                                                                                    | 80/1200 [11:45<1:25:14,  4.57s/it/
home/aftab/.local/lib/python3.10/site-packages/huggingface_hub/file_download.py:1132: FutureWarning: `resume_download` is deprecated and will be remo
ved in version 1.0.0. Downloads always resume when possible. If you want to force a new download, use `force_download=True`.
  warnings.warn(
{'loss': 0.4573, 'learning_rate': 0.00023999999999999998, 'epoch': 0.16}
{'loss': 0.4314, 'learning_rate': 0.000243, 'epoch': 0.17}
{'loss': 0.4394, 'learning_rate': 0.00024599999999999996, 'epoch': 0.17}
{'loss': 0.4206, 'learning_rate': 0.000249, 'epoch': 0.17}
{'loss': 0.4065, 'learning_rate': 0.00025199999999999995, 'epoch': 0.17}
{'loss': 0.3943, 'learning_rate': 0.00025499999999999996, 'epoch': 0.18}
{'loss': 0.3945, 'learning_rate': 0.000258, 'epoch': 0.18}
{'loss': 0.3952, 'learning_rate': 0.000261, 'epoch': 0.18}
{'loss': 0.3792, 'learning_rate': 0.00026399999999999997, 'epoch': 0.18}
{'loss': 0.3841, 'learning_rate': 0.000267, 'epoch': 0.18}
{'loss': 0.3685, 'learning_rate': 0.00027, 'epoch': 0.19}
{'loss': 0.3649, 'learning_rate': 0.00027299999999999997, 'epoch': 0.19}
{'loss': 0.3493, 'learning_rate': 0.000276, 'epoch': 0.19}
{'loss': 0.3303, 'learning_rate': 0.000279, 'epoch': 0.19}
{'loss': 0.3222, 'learning_rate': 0.00028199999999999997, 'epoch': 0.19}
{'loss': 0.3333, 'learning_rate': 0.000285, 'epoch': 0.2}
{'loss': 0.3066, 'learning_rate': 0.00028799999999999995, 'epoch': 0.2}
{'loss': 0.31, 'learning_rate': 0.00029099999999999997, 'epoch': 0.2}
{'loss': 0.3062, 'learning_rate': 0.000294, 'epoch': 0.2}
{'loss': 0.3766, 'learning_rate': 0.00029699999999999996, 'epoch': 0.2}
{'loss': 0.7076, 'learning_rate': 0.0003, 'epoch': 0.21}
{'loss': 0.656, 'learning_rate': 0.0002997272727272727, 'epoch': 0.21}
{'loss': 0.6247, 'learning_rate': 0.0002994545454545454, 'epoch': 0.21}
{'loss': 0.6093, 'learning_rate': 0.0002991818181818182, 'epoch': 0.21}
{'loss': 0.588, 'learning_rate': 0.0002989090909090909, 'epoch': 0.21}
{'loss': 0.573, 'learning_rate': 0.0002986363636363636, 'epoch': 0.22}
{'loss': 0.5707, 'learning_rate': 0.0002983636363636363, 'epoch': 0.22}
{'loss': 0.5417, 'learning_rate': 0.0002980909090909091, 'epoch': 0.22}
{'loss': 0.539, 'learning_rate': 0.00029781818181818175, 'epoch': 0.22}
{'loss': 0.5105, 'learning_rate': 0.0002975454545454545, 'epoch': 0.22}
{'loss': 0.517, 'learning_rate': 0.00029727272727272724, 'epoch': 0.23}
{'loss': 0.5121, 'learning_rate': 0.00029699999999999996, 'epoch': 0.23}
{'loss': 0.4834, 'learning_rate': 0.0002967272727272727, 'epoch': 0.23}
{'loss': 0.4764, 'learning_rate': 0.00029645454545454544, 'epoch': 0.23}
{'loss': 0.4657, 'learning_rate': 0.00029618181818181816, 'epoch': 0.23}
{'loss': 0.4569, 'learning_rate': 0.00029590909090909087, 'epoch': 0.24}
{'loss': 0.4506, 'learning_rate': 0.00029563636363636364, 'epoch': 0.24}
{'loss': 0.4455, 'learning_rate': 0.0002953636363636363, 'epoch': 0.24}
{'loss': 0.4486, 'learning_rate': 0.0002950909090909091, 'epoch': 0.24}
{'loss': 0.4385, 'learning_rate': 0.0002948181818181818, 'epoch': 0.24}
{'eval_loss': 0.6510047912597656, 'eval_runtime': 156.1178, 'eval_samples_per_second': 50.334, 'eval_steps_per_second': 1.576, 'epoch': 0.24}
 10%|██████████▋                                                                                                | 120/1200 [17:40<1:26:46,  4.82s/it/
home/aftab/.local/lib/python3.10/site-packages/huggingface_hub/file_download.py:1132: FutureWarning: `resume_download` is deprecated and will be remo
ved in version 1.0.0. Downloads always resume when possible. If you want to force a new download, use `force_download=True`.
  warnings.warn(
{'loss': 0.4484, 'learning_rate': 0.0002945454545454545, 'epoch': 0.25}
{'loss': 0.4225, 'learning_rate': 0.0002942727272727273, 'epoch': 0.25}
{'loss': 0.411, 'learning_rate': 0.000294, 'epoch': 0.25}
{'loss': 0.4121, 'learning_rate': 0.0002937272727272727, 'epoch': 0.25}
{'loss': 0.4145, 'learning_rate': 0.0002934545454545454, 'epoch': 0.25}
{'loss': 0.4043, 'learning_rate': 0.00029318181818181814, 'epoch': 0.26}
{'loss': 0.3921, 'learning_rate': 0.00029290909090909085, 'epoch': 0.26}
{'loss': 0.3908, 'learning_rate': 0.0002926363636363636, 'epoch': 0.26}
{'loss': 0.3811, 'learning_rate': 0.00029236363636363634, 'epoch': 0.26}
{'loss': 0.3839, 'learning_rate': 0.00029209090909090905, 'epoch': 0.26}
{'loss': 0.3759, 'learning_rate': 0.0002918181818181818, 'epoch': 0.27}
{'loss': 0.3554, 'learning_rate': 0.00029154545454545454, 'epoch': 0.27}
{'loss': 0.3569, 'learning_rate': 0.00029127272727272726, 'epoch': 0.27}
{'loss': 0.3561, 'learning_rate': 0.00029099999999999997, 'epoch': 0.27}
{'loss': 0.3379, 'learning_rate': 0.0002907272727272727, 'epoch': 0.27}
{'loss': 0.3444, 'learning_rate': 0.0002904545454545454, 'epoch': 0.28}
{'loss': 0.3379, 'learning_rate': 0.0002901818181818182, 'epoch': 0.28}
{'loss': 0.3139, 'learning_rate': 0.0002899090909090909, 'epoch': 0.28}
{'loss': 0.3195, 'learning_rate': 0.0002896363636363636, 'epoch': 0.28}
{'loss': 0.3197, 'learning_rate': 0.0002893636363636364, 'epoch': 0.28}
{'loss': 0.323, 'learning_rate': 0.00028909090909090904, 'epoch': 0.29}
{'loss': 0.3064, 'learning_rate': 0.0002888181818181818, 'epoch': 0.29}
{'loss': 0.3146, 'learning_rate': 0.0002885454545454545, 'epoch': 0.29}
{'loss': 0.2919, 'learning_rate': 0.00028827272727272724, 'epoch': 0.29}
{'loss': 0.2944, 'learning_rate': 0.00028799999999999995, 'epoch': 0.3}
{'loss': 0.2868, 'learning_rate': 0.0002877272727272727, 'epoch': 0.3}
{'loss': 0.2758, 'learning_rate': 0.00028745454545454544, 'epoch': 0.3}
{'loss': 0.2569, 'learning_rate': 0.00028718181818181815, 'epoch': 0.3}
{'loss': 0.2586, 'learning_rate': 0.0002869090909090909, 'epoch': 0.3}
{'loss': 0.34, 'learning_rate': 0.0002866363636363636, 'epoch': 0.31}
{'loss': 0.6326, 'learning_rate': 0.00028636363636363636, 'epoch': 0.31}
{'loss': 0.6001, 'learning_rate': 0.00028609090909090907, 'epoch': 0.31}
{'loss': 0.57, 'learning_rate': 0.0002858181818181818, 'epoch': 0.31}
{'loss': 0.5506, 'learning_rate': 0.0002855454545454545, 'epoch': 0.31}
{'loss': 0.5264, 'learning_rate': 0.00028527272727272727, 'epoch': 0.32}
{'loss': 0.5201, 'learning_rate': 0.000285, 'epoch': 0.32}
{'loss': 0.5025, 'learning_rate': 0.0002847272727272727, 'epoch': 0.32}
{'loss': 0.5069, 'learning_rate': 0.0002844545454545454, 'epoch': 0.32}
{'loss': 0.4857, 'learning_rate': 0.00028418181818181814, 'epoch': 0.32}
{'loss': 0.4774, 'learning_rate': 0.0002839090909090909, 'epoch': 0.33}
{'eval_loss': 0.6167088150978088, 'eval_runtime': 156.0756, 'eval_samples_per_second': 50.347, 'eval_steps_per_second': 1.576, 'epoch': 0.33}
 13%|██████████████▎                                                                                            | 160/1200 [23:33<1:31:04,  5.25s/it/
home/aftab/.local/lib/python3.10/site-packages/peft/utils/other.py:611: UserWarning: Unable to fetch remote file due to the following error (MaxRetry
Error('HTTPSConnectionPool(host=\'huggingface.co\', port=443): Max retries exceeded with url: /meta-llama/CodeLlama-7b-hf/resolve/main/config.json (C
aused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7f66be3a8a90>: Failed to resolve \'huggingface.co\' ([Errno -3] Tempora
ry failure in name resolution)"))'), '(Request ID: b471ad56-f951-452e-8e50-d181f15ad9f2)') - silently ignoring the lookup for the file config.json in
 meta-llama/CodeLlama-7b-hf.
  warnings.warn(
/home/aftab/.local/lib/python3.10/site-packages/peft/utils/save_and_load.py:195: UserWarning: Could not find a config file in meta-llama/CodeLlama-7b
-hf - will assume that the vocabulary was not modified.
  warnings.warn(
/home/aftab/.local/lib/python3.10/site-packages/peft/utils/other.py:611: UserWarning: Unable to fetch remote file due to the following error (MaxRetr
yError('HTTPSConnectionPool(host=\'huggingface.co\', port=443): Max retries exceeded with url: /meta-llama/CodeLlama-7b-hf/resolve/main/config.json (
Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7f661c36ef20>: Failed to resolve \'huggingface.co\' ([Errno -3] Tempor
ary failure in name resolution)"))'), '(Request ID: c210e338-a99e-413c-b0d6-2037e8bf3a90)') - silently ignoring the lookup for the file config.json i
n meta-llama/CodeLlama-7b-hf.
  warnings.warn(
{'loss': 0.4731, 'learning_rate': 0.0002836363636363636, 'epoch': 0.33}
{'loss': 0.4721, 'learning_rate': 0.00028336363636363634, 'epoch': 0.33}
{'loss': 0.4584, 'learning_rate': 0.00028309090909090905, 'epoch': 0.33}
{'loss': 0.449, 'learning_rate': 0.0002828181818181818, 'epoch': 0.33}
{'loss': 0.4534, 'learning_rate': 0.0002825454545454545, 'epoch': 0.34}
{'loss': 0.4475, 'learning_rate': 0.00028227272727272725, 'epoch': 0.34}
{'loss': 0.4382, 'learning_rate': 0.00028199999999999997, 'epoch': 0.34}
{'loss': 0.4147, 'learning_rate': 0.0002817272727272727, 'epoch': 0.34}
{'loss': 0.4233, 'learning_rate': 0.00028145454545454546, 'epoch': 0.34}
{'loss': 0.4063, 'learning_rate': 0.00028118181818181817, 'epoch': 0.35}
{'loss': 0.3978, 'learning_rate': 0.0002809090909090909, 'epoch': 0.35}
{'loss': 0.4152, 'learning_rate': 0.0002806363636363636, 'epoch': 0.35}
{'loss': 0.3909, 'learning_rate': 0.00028036363636363637, 'epoch': 0.35}
{'loss': 0.3995, 'learning_rate': 0.00028009090909090903, 'epoch': 0.35}
{'loss': 0.3898, 'learning_rate': 0.0002798181818181818, 'epoch': 0.36}
{'loss': 0.3799, 'learning_rate': 0.0002795454545454545, 'epoch': 0.36}
{'loss': 0.3847, 'learning_rate': 0.00027927272727272724, 'epoch': 0.36}
{'loss': 0.3788, 'learning_rate': 0.000279, 'epoch': 0.36}
{'loss': 0.3643, 'learning_rate': 0.0002787272727272727, 'epoch': 0.36}
{'loss': 0.3617, 'learning_rate': 0.00027845454545454544, 'epoch': 0.37}
{'loss': 0.3688, 'learning_rate': 0.00027818181818181815, 'epoch': 0.37}
{'loss': 0.3436, 'learning_rate': 0.00027790909090909087, 'epoch': 0.37}
{'loss': 0.3452, 'learning_rate': 0.0002776363636363636, 'epoch': 0.37}
{'loss': 0.3398, 'learning_rate': 0.00027736363636363635, 'epoch': 0.37}
{'loss': 0.333, 'learning_rate': 0.00027709090909090907, 'epoch': 0.38}
{'loss': 0.3463, 'learning_rate': 0.0002768181818181818, 'epoch': 0.38}
{'loss': 0.3142, 'learning_rate': 0.00027654545454545456, 'epoch': 0.38}
{'loss': 0.3164, 'learning_rate': 0.00027627272727272727, 'epoch': 0.38}
{'loss': 0.294, 'learning_rate': 0.000276, 'epoch': 0.38}
{'loss': 0.304, 'learning_rate': 0.0002757272727272727, 'epoch': 0.39}
{'loss': 0.3085, 'learning_rate': 0.0002754545454545454, 'epoch': 0.39}
{'loss': 0.2919, 'learning_rate': 0.00027518181818181813, 'epoch': 0.39}
{'loss': 0.2813, 'learning_rate': 0.0002749090909090909, 'epoch': 0.39}
{'loss': 0.2808, 'learning_rate': 0.0002746363636363636, 'epoch': 0.39}
{'loss': 0.2821, 'learning_rate': 0.00027436363636363634, 'epoch': 0.4}
{'loss': 0.2679, 'learning_rate': 0.0002740909090909091, 'epoch': 0.4}
{'loss': 0.2659, 'learning_rate': 0.00027381818181818177, 'epoch': 0.4}
{'loss': 0.2588, 'learning_rate': 0.00027354545454545454, 'epoch': 0.4}
{'loss': 0.266, 'learning_rate': 0.00027327272727272725, 'epoch': 0.41}
{'loss': 0.3394, 'learning_rate': 0.00027299999999999997, 'epoch': 0.41}
{'eval_loss': 0.6591553092002869, 'eval_runtime': 156.0538, 'eval_samples_per_second': 50.354, 'eval_steps_per_second': 1.576, 'epoch': 0.41}
 17%|█████████████████▊                                                                                         | 200/1200 [29:19<1:05:47,  3.95s/it/
home/aftab/.local/lib/python3.10/site-packages/peft/utils/other.py:611: UserWarning: Unable to fetch remote file due to the following error (MaxRetry
Error('HTTPSConnectionPool(host=\'huggingface.co\', port=443): Max retries exceeded with url: /meta-llama/CodeLlama-7b-hf/resolve/main/config.json (C
aused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7f661c33eef0>: Failed to resolve \'huggingface.co\' ([Errno -3] Tempora
ry failure in name resolution)"))'), '(Request ID: c00bf693-809d-4565-88a5-ac40ae4330a1)') - silently ignoring the lookup for the file config.json in
 meta-llama/CodeLlama-7b-hf.
  warnings.warn(
/home/aftab/.local/lib/python3.10/site-packages/peft/utils/save_and_load.py:195: UserWarning: Could not find a config file in meta-llama/CodeLlama-7b
-hf - will assume that the vocabulary was not modified.
  warnings.warn(
/home/aftab/.local/lib/python3.10/site-packages/peft/utils/other.py:611: UserWarning: Unable to fetch remote file due to the following error (MaxRetr
yError('HTTPSConnectionPool(host=\'huggingface.co\', port=443): Max retries exceeded with url: /meta-llama/CodeLlama-7b-hf/resolve/main/config.json (
Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7f661c33f400>: Failed to resolve \'huggingface.co\' ([Errno -3] Tempor
ary failure in name resolution)"))'), '(Request ID: 4a2caf35-7d48-401d-84f6-2c3fbc7608af)') - silently ignoring the lookup for the file config.json i
n meta-llama/CodeLlama-7b-hf.
  warnings.warn(
{'loss': 0.6091, 'learning_rate': 0.0002727272727272727, 'epoch': 0.41}
{'loss': 0.5729, 'learning_rate': 0.00027245454545454545, 'epoch': 0.41}
{'loss': 0.5573, 'learning_rate': 0.00027218181818181817, 'epoch': 0.41}
{'loss': 0.5019, 'learning_rate': 0.0002719090909090909, 'epoch': 0.42}
{'loss': 0.509, 'learning_rate': 0.0002716363636363636, 'epoch': 0.42}
{'loss': 0.4945, 'learning_rate': 0.0002713636363636363, 'epoch': 0.42}
{'loss': 0.5035, 'learning_rate': 0.0002710909090909091, 'epoch': 0.42}
{'loss': 0.4786, 'learning_rate': 0.0002708181818181818, 'epoch': 0.42}
{'loss': 0.4786, 'learning_rate': 0.0002705454545454545, 'epoch': 0.43}
{'loss': 0.468, 'learning_rate': 0.00027027272727272723, 'epoch': 0.43}
{'loss': 0.4584, 'learning_rate': 0.00027, 'epoch': 0.43}
{'loss': 0.4664, 'learning_rate': 0.00026972727272727266, 'epoch': 0.43}
{'loss': 0.4281, 'learning_rate': 0.00026945454545454543, 'epoch': 0.43}
{'loss': 0.4332, 'learning_rate': 0.00026918181818181815, 'epoch': 0.44}
{'loss': 0.4409, 'learning_rate': 0.00026890909090909087, 'epoch': 0.44}
{'loss': 0.4169, 'learning_rate': 0.00026863636363636364, 'epoch': 0.44}
{'loss': 0.4227, 'learning_rate': 0.00026836363636363635, 'epoch': 0.44}
{'loss': 0.4127, 'learning_rate': 0.00026809090909090907, 'epoch': 0.44}
{'loss': 0.3951, 'learning_rate': 0.0002678181818181818, 'epoch': 0.45}
{'loss': 0.3987, 'learning_rate': 0.00026754545454545455, 'epoch': 0.45}
{'loss': 0.3856, 'learning_rate': 0.0002672727272727272, 'epoch': 0.45}
{'loss': 0.4122, 'learning_rate': 0.000267, 'epoch': 0.45}
{'loss': 0.3782, 'learning_rate': 0.0002667272727272727, 'epoch': 0.45}
{'loss': 0.3854, 'learning_rate': 0.0002664545454545454, 'epoch': 0.46}
{'loss': 0.3868, 'learning_rate': 0.0002661818181818182, 'epoch': 0.46}
{'loss': 0.3698, 'learning_rate': 0.0002659090909090909, 'epoch': 0.46}
{'loss': 0.3643, 'learning_rate': 0.0002656363636363636, 'epoch': 0.46}
{'loss': 0.3617, 'learning_rate': 0.00026536363636363633, 'epoch': 0.46}
{'loss': 0.3401, 'learning_rate': 0.00026509090909090905, 'epoch': 0.47}
{'loss': 0.3719, 'learning_rate': 0.00026481818181818176, 'epoch': 0.47}
{'loss': 0.3431, 'learning_rate': 0.00026454545454545453, 'epoch': 0.47}
{'loss': 0.3369, 'learning_rate': 0.00026427272727272725, 'epoch': 0.47}
{'loss': 0.334, 'learning_rate': 0.00026399999999999997, 'epoch': 0.47}
{'loss': 0.3211, 'learning_rate': 0.00026372727272727274, 'epoch': 0.48}
{'loss': 0.3301, 'learning_rate': 0.00026345454545454545, 'epoch': 0.48}
{'loss': 0.3209, 'learning_rate': 0.00026318181818181817, 'epoch': 0.48}
{'loss': 0.3054, 'learning_rate': 0.0002629090909090909, 'epoch': 0.48}
{'loss': 0.3094, 'learning_rate': 0.0002626363636363636, 'epoch': 0.48}
{'loss': 0.3038, 'learning_rate': 0.0002623636363636363, 'epoch': 0.49}
{'loss': 0.3053, 'learning_rate': 0.0002620909090909091, 'epoch': 0.49}
